breaks,subregion,scale,value
3340,desert,Decadal,0.16834738591595677
3340,plateau,Decadal,0.10246356013958735
3340,MW,Decadal,0.028521457234398362
3330,desert,Decadal,0.1699693779561029
3330,plateau,Decadal,0.11365677996184598
3330,MW,Decadal,0.043923010524293815
3320,desert,Decadal,0.19731768495889757
3320,plateau,Decadal,0.15359260437020072
3320,MW,Decadal,0.05534551418162614
3310,desert,Decadal,0.20933285515236655
3310,plateau,Decadal,0.18008796119510784
3310,MW,Decadal,0.08737560173517345
3300,desert,Decadal,0.20207464848525092
3300,desert,Centennial,0.16571886338325736
3300,plateau,Decadal,0.17727138655170283
3300,plateau,Centennial,0.14031388769926156
3300,MW,Decadal,0.11247863882701825
3300,MW,Centennial,0.08014222430234863
3290,desert,Decadal,0.14283722679877542
3290,plateau,Decadal,0.12473927433145349
3290,MW,Decadal,0.10251091595048223
3280,desert,Decadal,0.09508510440270346
3280,plateau,Decadal,0.10316789437445628
3280,MW,Decadal,0.10350091874757883
3270,desert,Decadal,0.0573634019844782
3270,plateau,Decadal,0.11127618647956972
3270,MW,Decadal,0.11284002362825785
3260,desert,Decadal,0.053475041878914276
3260,plateau,Decadal,0.1313855541233977
3260,MW,Decadal,0.12032070211955848
3250,desert,Decadal,0.07202007265567634
3250,plateau,Decadal,0.13882781369185526
3250,MW,Decadal,0.12488663061982486
3240,desert,Decadal,0.12550521051910568
3240,plateau,Decadal,0.14085708275715092
3240,MW,Decadal,0.12867999599459612
3230,desert,Decadal,0.17065306293904126
3230,plateau,Decadal,0.13421649342328923
3230,MW,Decadal,0.12353576089785268
3220,desert,Decadal,0.16647545227230776
3220,plateau,Decadal,0.13106457674731953
3220,MW,Decadal,0.10433464227956879
3210,desert,Decadal,0.1772141180220954
3210,plateau,Decadal,0.12837689601956637
3210,MW,Decadal,0.09671059231268764
3200,desert,Decadal,0.19266331763387878
3200,desert,Centennial,0.1551092142069166
3200,plateau,Decadal,0.13215696498627416
3200,plateau,Centennial,0.10497861919560592
3200,MW,Decadal,0.11233285757323852
3200,MW,Centennial,0.10970691136595878
3190,desert,Decadal,0.12555594320229346
3190,plateau,Decadal,0.13556860360857126
3190,MW,Decadal,0.11980190240015176
3180,desert,Decadal,0.08633849134140892
3180,plateau,Decadal,0.13129651608509985
3180,MW,Decadal,0.11860734124160555
3170,desert,Decadal,0.14690163619239804
3170,plateau,Decadal,0.09603029626756854
3170,MW,Decadal,0.12116626212153037
3160,desert,Decadal,0.20451888077399616
3160,plateau,Decadal,0.04050424015735743
3160,MW,Decadal,0.11485745929076252
3150,desert,Decadal,0.23893701569543957
3150,plateau,Decadal,0.01711268701318769
3150,MW,Decadal,0.09818902159310916
3140,desert,Decadal,0.2311406177960773
3140,plateau,Decadal,0.022447955805038333
3140,MW,Decadal,0.08696567339130379
3130,desert,Decadal,0.22852491411375908
3130,plateau,Decadal,0.00927662569216725
3130,MW,Decadal,0.072051164573117
3120,desert,Decadal,0.22296753073316466
3120,plateau,Decadal,-0.004020465109788596
3120,MW,Decadal,0.05820161804093171
3110,desert,Decadal,0.19667737321573675
3110,plateau,Decadal,-0.01926147317520277
3110,MW,Decadal,0.03444814783377659
3100,desert,Decadal,0.20678278686192542
3100,desert,Centennial,0.1988728352231961
3100,plateau,Decadal,-0.07492463521661108
3100,plateau,Centennial,-0.05169558677916575
3100,MW,Decadal,0.004930271815828391
3100,MW,Centennial,0.028635023575174223
3090,desert,Decadal,0.24482476107854367
3090,plateau,Decadal,-0.08424065559422544
3090,MW,Decadal,-1.5223918184981144e-4
3080,desert,Decadal,0.2316687018324437
3080,plateau,Decadal,-0.08709944620056698
3080,MW,Decadal,-3.1617475437784037e-4
3070,desert,Decadal,0.19924502437047575
3070,plateau,Decadal,-0.11012833679232559
3070,MW,Decadal,-0.012366715523559613
3060,desert,Decadal,0.17093503179188563
3060,plateau,Decadal,-0.14622793572931503
3060,MW,Decadal,-0.032207070034262486
3050,desert,Decadal,0.15444274092031307
3050,plateau,Decadal,-0.1516810727129725
3050,MW,Decadal,-0.02911748482349319
3040,desert,Decadal,0.13039367455738304
3040,plateau,Decadal,-0.1546725873703081
3040,MW,Decadal,-0.027369290346701547
3030,desert,Decadal,0.12590935967482508
3030,plateau,Decadal,-0.1506655443690219
3030,MW,Decadal,-0.0207934015112321
3020,desert,Decadal,0.1444893365536437
3020,plateau,Decadal,-0.158159232722499
3020,MW,Decadal,-0.007475681001878343
3010,desert,Decadal,0.13579159053886958
3010,plateau,Decadal,-0.16437386717802482
3010,MW,Decadal,-0.005232308128022556
3000,desert,Decadal,0.11623088730130515
3000,desert,Centennial,0.1167853713752276
3000,plateau,Decadal,-0.1637615033329709
3000,plateau,Centennial,-0.14000331256243115
3000,MW,Decadal,-0.016754981501032606
3000,MW,Centennial,-0.015342102976922956
2990,desert,Decadal,0.1375160519762053
2990,plateau,Decadal,-0.16885521502918444
2990,MW,Decadal,-0.019934808002708415
2980,desert,Decadal,0.13456401721585465
2980,plateau,Decadal,-0.17205034691231136
2980,MW,Decadal,-0.006000867897704154
2970,desert,Decadal,0.10430383431767609
2970,plateau,Decadal,-0.1414621830839513
2970,MW,Decadal,0.0017734780941802697
2960,desert,Decadal,0.07923287629520992
2960,plateau,Decadal,-0.08365916807998586
2960,MW,Decadal,0.0031525869192527978
2950,desert,Decadal,0.04250149210038856
2950,plateau,Decadal,-0.07439995469343819
2950,MW,Decadal,-0.013577166085343428
2940,desert,Decadal,0.00333811824766439
2940,plateau,Decadal,-0.09401936148000223
2940,MW,Decadal,-0.04102023165539759
2930,desert,Decadal,-0.002234074534301911
2930,plateau,Decadal,-0.08817534163761964
2930,MW,Decadal,-0.04074620927333461
2920,desert,Decadal,0.018488259404270124
2920,plateau,Decadal,-0.08537252740856704
2920,MW,Decadal,-0.03015579311396177
2910,desert,Decadal,0.037021041958018586
2910,plateau,Decadal,-0.10035226342814951
2910,MW,Decadal,-0.027211014659267452
2900,desert,Decadal,0.015160955907611573
2900,desert,Centennial,-0.015104116051023464
2900,plateau,Decadal,-0.06262703833134209
2900,plateau,Centennial,-0.02771225569596636
2900,MW,Decadal,-0.01696780202838921
2900,MW,Centennial,-0.00844782311759662
2890,desert,Decadal,-0.024046808089828176
2890,plateau,Decadal,-0.034896914032012116
2890,MW,Decadal,-0.008342259531635143
2880,desert,Decadal,-0.06352004025468316
2880,plateau,Decadal,-0.028239740606106345
2880,MW,Decadal,-0.025573461947281384
2870,desert,Decadal,-0.09125396011286924
2870,plateau,Decadal,-0.009311785264509709
2870,MW,Decadal,-0.03257548107790109
2860,desert,Decadal,-0.1254223854893488
2860,plateau,Decadal,0.04201118661089076
2860,MW,Decadal,-0.018049618892301833
2850,desert,Decadal,-0.1313653102376411
2850,plateau,Decadal,0.12371179482952854
2850,MW,Decadal,0.013763802021027338
2840,desert,Decadal,-0.09257866861086539
2840,plateau,Decadal,0.1727388772863936
2840,MW,Decadal,0.08432739492660879
2830,desert,Decadal,-0.06074224334813305
2830,plateau,Decadal,0.18949978027689163
2830,MW,Decadal,0.1125622516436442
2820,desert,Decadal,-0.03200201394891744
2820,plateau,Decadal,0.23087882055949915
2820,MW,Decadal,0.09524187441420917
2810,desert,Decadal,-0.018636452652365243
2810,plateau,Decadal,0.27267876790175727
2810,MW,Decadal,0.09990489444990924
2800,desert,Decadal,-0.011960062015026196
2800,desert,Centennial,-0.03013775665854368
2800,plateau,Decadal,0.3071629440001278
2800,plateau,Centennial,0.2380903095442477
2800,MW,Decadal,0.1330849211562457
2800,MW,Centennial,0.1122524917507528
2790,desert,Decadal,-0.013567377059320318
2790,plateau,Decadal,0.3136373665151515
2790,MW,Decadal,0.16237724710559398
2780,desert,Decadal,-0.017354493530230553
2780,plateau,Decadal,0.2974831543240519
2780,MW,Decadal,0.1576607268961583
2770,desert,Decadal,-0.017756609155117342
2770,plateau,Decadal,0.287212531501968
2770,MW,Decadal,0.15042056864320585
2760,desert,Decadal,-0.012625615356121056
2760,plateau,Decadal,0.279217878311
2760,MW,Decadal,0.15217745773570268
2750,desert,Decadal,0.010375882918367552
2750,plateau,Decadal,0.29673717802176647
2750,MW,Decadal,0.16520871100045298
2740,desert,Decadal,0.06016778534125855
2740,plateau,Decadal,0.29835959361386166
2740,MW,Decadal,0.1686152700555832
2730,desert,Decadal,0.06291672298157636
2730,plateau,Decadal,0.26674054472093367
2730,MW,Decadal,0.13795250510650892
2720,desert,Decadal,0.03730360663478649
2720,plateau,Decadal,0.2551272218998868
2720,MW,Decadal,0.12531198183212133
2710,desert,Decadal,0.026713664394240055
2710,plateau,Decadal,0.26104820658323646
2710,MW,Decadal,0.15948219835206778
2700,desert,Decadal,0.02342713371659144
2700,desert,Centennial,0.051583600130378215
2700,plateau,Decadal,0.26150968351892345
2700,plateau,Centennial,0.23196494878121587
2700,MW,Decadal,0.1603601598364257
2700,MW,Centennial,0.1334769670002789
2690,desert,Decadal,0.0382343873978952
2690,plateau,Decadal,0.2640862735696192
2690,MW,Decadal,0.14196662427059525
2680,desert,Decadal,0.08419730590032426
2680,plateau,Decadal,0.24082411015278193
2680,MW,Decadal,0.1386532069939106
2670,desert,Decadal,0.11424563229165408
2670,plateau,Decadal,0.22348423014451058
2670,MW,Decadal,0.1427070339024228
2660,desert,Decadal,0.12596789858481117
2660,plateau,Decadal,0.18712465524552968
2660,MW,Decadal,0.13406310699557444
2650,desert,Decadal,0.11780205582259118
2650,plateau,Decadal,0.11600452909126258
2650,MW,Decadal,0.09437191034031844
2640,desert,Decadal,0.07924376336705397
2640,plateau,Decadal,0.0990230802528913
2640,MW,Decadal,0.048368712797186575
2630,desert,Decadal,0.04712133375259775
2630,plateau,Decadal,0.09202594882353754
2630,MW,Decadal,0.026640418015921874
2620,desert,Decadal,0.017561160402723708
2620,plateau,Decadal,0.06273286189388827
2620,MW,Decadal,0.03029740531608205
2610,desert,Decadal,0.00338025497934602
2610,plateau,Decadal,0.03722004785498001
2610,MW,Decadal,0.03199904762549721
2600,desert,Decadal,-0.0013056981459036443
2600,desert,Centennial,0.028919324980325456
2600,plateau,Decadal,0.008442259007179764
2600,plateau,Centennial,0.03803421354060532
2600,MW,Decadal,0.016453328071697193
2600,MW,Centennial,0.03037208962990423
2590,desert,Decadal,0.004233342166526377
2590,plateau,Decadal,-0.019773308132464695
2590,MW,Decadal,0.00856117023448899
2580,desert,Decadal,0.00828311279685856
2580,plateau,Decadal,-0.024762678562095797
2580,MW,Decadal,-0.0011139004574500788
2570,desert,Decadal,0.005937754107088189
2570,plateau,Decadal,-0.016012409555776763
2570,MW,Decadal,-0.002949380000405455
2560,desert,Decadal,0.006791516887760807
2560,plateau,Decadal,-0.019724898722239814
2560,MW,Decadal,-0.013968210613324317
2550,desert,Decadal,0.009840712773434568
2550,plateau,Decadal,-0.02983179147746373
2550,MW,Decadal,-0.009565867735250588
2540,desert,Decadal,0.00824262335192838
2540,plateau,Decadal,-0.03339517472403797
2540,MW,Decadal,0.0067446158342088225
2530,desert,Decadal,0.007992185090843762
2530,plateau,Decadal,-0.018287538542538506
2530,MW,Decadal,0.0264431287426925
2520,desert,Decadal,0.008633908420141445
2520,plateau,Decadal,-0.016820958006869002
2520,MW,Decadal,0.02227740424050051
2510,desert,Decadal,0.004957176070519154
2510,plateau,Decadal,-0.03023819135294925
2510,MW,Decadal,-0.021059774580867163
2500,desert,Decadal,0.0030941122627359263
2500,desert,Centennial,-0.013161278272177945
2500,plateau,Decadal,-0.03884822297838264
2500,plateau,Centennial,-0.013303443491530231
2500,MW,Decadal,-0.03428174434165765
2500,MW,Centennial,-0.01554882289145354
2490,desert,Decadal,0.004626618125080917
2490,plateau,Decadal,-0.04444551790441231
2490,MW,Decadal,-0.006948953732244245
2480,desert,Decadal,0.006110458229402482
2480,plateau,Decadal,-0.029784502543861446
2480,MW,Decadal,0.017059738485647458
2470,desert,Decadal,0.0047139274214069715
2470,plateau,Decadal,-0.034487593552257056
2470,MW,Decadal,0.008116702835625489
2460,desert,Decadal,-0.021570487711319863
2460,plateau,Decadal,-0.0314726124062803
2460,MW,Decadal,-0.02956305522462399
2450,desert,Decadal,-0.10234211388556735
2450,plateau,Decadal,0.020061206712207458
2450,MW,Decadal,-0.07273553643544206
2440,desert,Decadal,-0.14441948707319963
2440,plateau,Decadal,0.07716572933400556
2440,MW,Decadal,-0.09913833053000198
2430,desert,Decadal,-0.11822969985031406
2430,plateau,Decadal,0.12027919588333269
2430,MW,Decadal,-0.09362135260984061
2420,desert,Decadal,-0.0944681697412797
2420,plateau,Decadal,0.13744326664251183
2420,MW,Decadal,-0.083919344075567
2410,desert,Decadal,-0.061956562553744376
2410,plateau,Decadal,0.15358394585975876
2410,MW,Decadal,-0.0768727497916788
2400,desert,Decadal,-0.02347573469201336
2400,desert,Centennial,-0.054407318603433286
2400,plateau,Decadal,0.21457569457963288
2400,plateau,Centennial,0.17613685736843632
2400,MW,Decadal,-0.031327227148170156
2400,MW,Centennial,-0.03817674933077608
2390,desert,Decadal,-0.03199199793204599
2390,plateau,Decadal,0.3007783718439683
2390,MW,Decadal,0.012255682239148413
2380,desert,Decadal,-0.04522484808551219
2380,plateau,Decadal,0.3254160838535025
2380,MW,Decadal,0.0268433572675697
2370,desert,Decadal,-0.031808976657499155
2370,plateau,Decadal,0.28365319405303513
2370,MW,Decadal,0.008066354823799138
2360,desert,Decadal,-0.026780413261684455
2360,plateau,Decadal,0.24238307039536888
2360,MW,Decadal,-0.0166829243622324
2350,desert,Decadal,-0.026355526927224204
2350,plateau,Decadal,0.22121739334022283
2350,MW,Decadal,-0.032364590590872044
2340,desert,Decadal,-0.028104346806856473
2340,plateau,Decadal,0.2088423508291859
2340,MW,Decadal,-0.04132744533296151
2330,desert,Decadal,-0.04474983743719685
2330,plateau,Decadal,0.18074752482335477
2330,MW,Decadal,-0.0617922012614458
2320,desert,Decadal,-0.07166333679290426
2320,plateau,Decadal,0.15721271625253053
2320,MW,Decadal,-0.07764643179316577
2310,desert,Decadal,-0.06110638162725168
2310,plateau,Decadal,0.1630774607650487
2310,MW,Decadal,-0.0648751080228438
2300,desert,Decadal,-0.04412545668083245
2300,desert,Centennial,-0.025787183128112012
2300,plateau,Decadal,0.1739390803501939
2300,plateau,Centennial,0.18728158139662554
2300,MW,Decadal,-0.042506604827730055
2300,MW,Centennial,-0.013426065318744573
2290,desert,Decadal,-0.0676006236688953
2290,plateau,Decadal,0.15412017388898303
2290,MW,Decadal,-0.06636849008568868
2280,desert,Decadal,-0.04878488679916915
2280,plateau,Decadal,0.16911550380738216
2280,MW,Decadal,-0.05753315130750947
2270,desert,Decadal,-0.02881782970031166
2270,plateau,Decadal,0.18838431433687575
2270,MW,Decadal,-0.02796319563953542
2260,desert,Decadal,1.7795233644424258e-4
2260,plateau,Decadal,0.18664291617795925
2260,MW,Decadal,0.01750493429224509
2250,desert,Decadal,0.08384505504124284
2250,plateau,Decadal,0.21200744138776262
2250,MW,Decadal,0.13163196269754263
2240,desert,Decadal,0.10529899452802471
2240,plateau,Decadal,0.19460977053458173
2240,MW,Decadal,0.1703728663890125
2230,desert,Decadal,0.0775178096071194
2230,plateau,Decadal,0.1525819920425331
2230,MW,Decadal,0.15331698370439906
2220,desert,Decadal,0.0329263591538842
2220,plateau,Decadal,0.1603234761939687
2220,MW,Decadal,0.14557413412645825
2210,desert,Decadal,-0.013942590361881724
2210,plateau,Decadal,0.15896663805843314
2210,MW,Decadal,0.13817416322676745
2200,desert,Decadal,-0.05875286129186641
2200,desert,Centennial,-0.018463703229021355
2200,plateau,Decadal,0.1194397659759483
2200,plateau,Centennial,0.12983558437564824
2200,MW,Decadal,0.10087633598103718
2200,MW,Centennial,0.09693346505239564
2190,desert,Decadal,-0.05705717207478145
2190,plateau,Decadal,0.07022488650911818
2190,MW,Decadal,0.054426675994734275
2180,desert,Decadal,-0.04432546456611952
2180,plateau,Decadal,0.05094420384508247
2180,MW,Decadal,0.03207420273922956
2170,desert,Decadal,-0.05725304013785015
2170,plateau,Decadal,0.07182600368722536
2170,MW,Decadal,0.04705309023760318
2160,desert,Decadal,-0.06842873848820208
2160,plateau,Decadal,0.10329304574794307
2160,MW,Decadal,0.08745496882265336
2150,desert,Decadal,-0.07586533825675312
2150,plateau,Decadal,0.11507956081349136
2150,MW,Decadal,0.11443380860209906
2140,desert,Decadal,-0.08841597148653291
2140,plateau,Decadal,0.11695255488168854
2140,MW,Decadal,0.13874614257303186
2130,desert,Decadal,-0.07524123854002474
2130,plateau,Decadal,0.13503520713762374
2130,MW,Decadal,0.1639634732711892
2120,desert,Decadal,-0.034940518015991184
2120,plateau,Decadal,0.15282874919342326
2120,MW,Decadal,0.16574244098750412
2110,desert,Decadal,-0.040686710119985925
2110,plateau,Decadal,0.1457616270702511
2110,MW,Decadal,0.15113091623630837
2100,desert,Decadal,-0.08036912881755898
2100,desert,Centennial,-0.07299332750803078
2100,plateau,Decadal,0.12788408312931487
2100,plateau,Centennial,0.09330981767681212
2100,MW,Decadal,0.1689423691773051
2100,MW,Centennial,0.1550562837388858
2090,desert,Decadal,-0.0773120675560901
2090,plateau,Decadal,0.11389854673182764
2090,MW,Decadal,0.21368990831120982
2080,desert,Decadal,-0.08838429491591082
2080,plateau,Decadal,0.08097303005989431
2080,MW,Decadal,0.21137709072083233
2070,desert,Decadal,-0.10499978443008207
2070,plateau,Decadal,0.06326880366245291
2070,MW,Decadal,0.19214599935994947
2060,desert,Decadal,-0.1204210436185904
2060,plateau,Decadal,0.07393835360252066
2060,MW,Decadal,0.1731252840219133
2050,desert,Decadal,-0.11568651914669603
2050,plateau,Decadal,0.03293524741254661
2050,MW,Decadal,0.12371129298247574
2040,desert,Decadal,-0.07094650061499896
2040,plateau,Decadal,-0.012329182512704762
2040,MW,Decadal,0.12286562461718553
2030,desert,Decadal,-0.05000966364895332
2030,plateau,Decadal,-0.012788905329164102
2030,MW,Decadal,0.1331850584752381
2020,desert,Decadal,0.007467535338046005
2020,plateau,Decadal,-0.02822829068028776
2020,MW,Decadal,0.13994765526614827
2010,desert,Decadal,0.027256378640405643
2010,plateau,Decadal,-0.04154915266919579
2010,MW,Decadal,0.13111960872611572
2000,desert,Decadal,0.019225104486642053
2000,desert,Centennial,-0.003916429511696684
2000,plateau,Decadal,-0.04948307682647313
2000,plateau,Centennial,-0.016253454722503502
2000,MW,Decadal,0.11500789723206672
2000,MW,Centennial,0.13281610302815494
1990,desert,Decadal,0.036283425708272254
1990,plateau,Decadal,-0.0477271324413997
1990,MW,Decadal,0.11199207437546654
1980,desert,Decadal,0.04776882925592307
1980,plateau,Decadal,-0.03693491234346702
1980,MW,Decadal,0.1272107659358479
1970,desert,Decadal,0.03923392955063054
1970,plateau,Decadal,-0.028297704985547067
1970,MW,Decadal,0.1373656194614492
1960,desert,Decadal,0.019069033258611867
1960,plateau,Decadal,-0.018961337531686606
1960,MW,Decadal,0.1459610817882595
1950,desert,Decadal,0.050403496570727846
1950,plateau,Decadal,-0.032236908853888746
1950,MW,Decadal,0.11670563572312442
1940,desert,Decadal,0.0643632126194893
1940,plateau,Decadal,-0.029911286062278553
1940,MW,Decadal,0.10174200854040638
1930,desert,Decadal,0.02901875733141157
1930,plateau,Decadal,-0.012265557552360029
1930,MW,Decadal,0.11936773376204357
1920,desert,Decadal,-0.047114046487140016
1920,plateau,Decadal,0.01983050796787733
1920,MW,Decadal,0.15193979544292358
1910,desert,Decadal,-0.060705811530648024
1910,plateau,Decadal,0.026442034561946492
1910,MW,Decadal,0.1566883386760587
1900,desert,Decadal,-0.029947733170665458
1900,desert,Centennial,-0.016112505102761077
1900,plateau,Decadal,0.02925696969211522
1900,plateau,Centennial,0.03387618234373946
1900,MW,Decadal,0.13192510793074153
1900,MW,Centennial,0.11302728854414301
1890,desert,Decadal,-0.016311152392312067
1890,plateau,Decadal,0.05792739540093628
1890,MW,Decadal,0.1042908027237166
1880,desert,Decadal,-0.033750121390119237
1880,plateau,Decadal,0.07795342613559075
1880,MW,Decadal,0.08820688948611988
1870,desert,Decadal,-0.03859057069904859
1870,plateau,Decadal,0.07969614584564244
1870,MW,Decadal,0.0856053744915819
1860,desert,Decadal,-0.018151138553945678
1860,plateau,Decadal,0.06227847215467541
1860,MW,Decadal,0.09621311323768644
1850,desert,Decadal,-0.01586505585979836
1850,plateau,Decadal,0.05993730137476838
1850,MW,Decadal,0.09754728786695033
1840,desert,Decadal,-0.049759260358939184
1840,plateau,Decadal,0.09169970141464923
1840,MW,Decadal,0.07989712423626116
1830,desert,Decadal,-0.07228142907823587
1830,plateau,Decadal,0.10471027280363199
1830,MW,Decadal,0.06954315296130442
1820,desert,Decadal,-0.10250373621282227
1820,plateau,Decadal,0.10412641665455968
1820,MW,Decadal,0.05821363836993054
1810,desert,Decadal,-0.06332035775862277
1810,plateau,Decadal,0.11670798223459844
1810,MW,Decadal,0.05235189624910319
1800,desert,Decadal,0.01555058104747431
1800,desert,Centennial,0.0019317118323591842
1800,plateau,Decadal,0.14064646542146786
1800,plateau,Centennial,0.10814894459678648
1800,MW,Decadal,0.04519966458162994
1800,MW,Centennial,0.04181407938763648
1790,desert,Decadal,0.07542124857178312
1790,plateau,Decadal,0.13883676736874406
1790,MW,Decadal,0.02123160917759659
1780,desert,Decadal,0.1048857005171655
1780,plateau,Decadal,0.1168392002625307
1780,MW,Decadal,0.004621905338586529
1770,desert,Decadal,0.054997182272775724
1770,plateau,Decadal,0.12282634283271587
1770,MW,Decadal,0.006048570093364347
1760,desert,Decadal,0.03220290084720023
1760,plateau,Decadal,0.11018101799644686
1760,MW,Decadal,0.006346376475963034
1750,desert,Decadal,-0.019325647186418937
1750,plateau,Decadal,0.10911493351171142
1750,MW,Decadal,0.027864064272353772
1740,desert,Decadal,-0.009391565424321513
1740,plateau,Decadal,0.11077830316055248
1740,MW,Decadal,0.02473293803619825
1730,desert,Decadal,0.04908224317778931
1730,plateau,Decadal,0.10240948814681516
1730,MW,Decadal,5.672245107612994e-4
1720,desert,Decadal,0.1462792188380746
1720,plateau,Decadal,0.0771913287242576
1720,MW,Decadal,-0.031389651107660566
1710,desert,Decadal,0.17941693506517975
1710,plateau,Decadal,0.06551623915953542
1710,MW,Decadal,-0.040765108788953786
1700,desert,Decadal,0.20106488275228873
1700,desert,Centennial,0.17830588950016324
1700,plateau,Decadal,0.058349921066236377
1700,plateau,Centennial,0.06707137506321015
1700,MW,Decadal,-0.04500962265837627
1700,MW,Centennial,-0.031028113768438725
1690,desert,Decadal,0.21664121281497195
1690,plateau,Decadal,0.049390369546453705
1690,MW,Decadal,-0.047192822446739946
1680,desert,Decadal,0.2288899870162897
1680,plateau,Decadal,0.0421477645058177
1680,MW,Decadal,-0.048571755954407436
1670,desert,Decadal,0.24467087041866176
1670,plateau,Decadal,0.038593575545098346
1670,MW,Decadal,-0.0498899791899432
1660,desert,Decadal,0.2512573735037771
1660,plateau,Decadal,0.040871443121393014
1660,MW,Decadal,-0.05082865682328741
1650,desert,Decadal,0.2543948893575232
1650,plateau,Decadal,0.04021691384934467
1650,MW,Decadal,-0.05141567657280799
1640,desert,Decadal,0.33829589738378907
1640,plateau,Decadal,0.028804980446262007
1640,MW,Decadal,-0.058847951561702416
1630,desert,Decadal,0.39148591927431475
1630,plateau,Decadal,0.03531810790586842
1630,MW,Decadal,-0.07596945437737812
1620,desert,Decadal,0.38741618383100196
1620,plateau,Decadal,0.04587109415656876
1620,MW,Decadal,-0.07952783164034694
1610,desert,Decadal,0.34188364257121684
1610,plateau,Decadal,0.03842090442960355
1610,MW,Decadal,-0.06677708816131833
1600,desert,Decadal,0.28582712087301676
1600,desert,Centennial,0.27671348390994055
1600,plateau,Decadal,0.019173595568888757
1600,plateau,Centennial,0.026909593346990945
1600,MW,Decadal,-0.053877054021433946
1600,MW,Centennial,-0.054146027561918775
1590,desert,Decadal,0.22833235997561374
1590,plateau,Decadal,0.01645300658699167
1590,MW,Decadal,-0.03707908238314017
1580,desert,Decadal,0.1935887452502394
1580,plateau,Decadal,0.02577551165912073
1580,MW,Decadal,-0.033338905952529085
1570,desert,Decadal,0.22748702677504173
1570,plateau,Decadal,0.011335357658870393
1570,MW,Decadal,-0.03501776658260125
1560,desert,Decadal,0.25234359468895295
1560,plateau,Decadal,0.011804433490159028
1560,MW,Decadal,-0.046808921188723485
1550,desert,Decadal,0.26232948975277726
1550,plateau,Decadal,0.02311865618087605
1550,MW,Decadal,-0.06482770700124707
1540,desert,Decadal,0.24988991269239147
1540,plateau,Decadal,0.01991981582065705
1540,MW,Decadal,-0.06448491006819657
1530,desert,Decadal,0.23244481906707914
1530,plateau,Decadal,0.011920954747779433
1530,MW,Decadal,-0.06078077100016843
1520,desert,Decadal,0.2073455241345057
1520,plateau,Decadal,0.008287707343446193
1520,MW,Decadal,-0.0448997125404027
1510,desert,Decadal,0.19261472706684213
1510,plateau,Decadal,0.00563013264385237
1510,MW,Decadal,-0.014288556595087876
1500,desert,Decadal,0.18394650908322152
1500,desert,Centennial,0.17080462576137823
1500,plateau,Decadal,-0.0031264472550196487
1500,plateau,Centennial,0.0020284901812495093
1500,MW,Decadal,0.020062199193549013
1500,MW,Centennial,0.0015821700216855916
1490,desert,Decadal,0.17562469497398592
1490,plateau,Decadal,-0.009335972849111585
1490,MW,Decadal,0.03362797489852021
1480,desert,Decadal,0.16304251058800734
1480,plateau,Decadal,-0.013783948446466354
1480,MW,Decadal,0.043213580269574337
1470,desert,Decadal,0.14323767569555113
1470,plateau,Decadal,-0.01104842024420849
1470,MW,Decadal,0.0470585651022315
1460,desert,Decadal,0.12650663360178616
1460,plateau,Decadal,-0.005688182373808637
1460,MW,Decadal,0.04720404827442959
1450,desert,Decadal,0.10689666395098385
1450,plateau,Decadal,0.003852152517991314
1450,MW,Decadal,0.04048143783468294
1440,desert,Decadal,0.04126944921014619
1440,plateau,Decadal,0.00696124064656356
1440,MW,Decadal,0.040475688768082385
1430,desert,Decadal,-0.0038181157276051536
1430,plateau,Decadal,-0.007657404315064564
1430,MW,Decadal,0.05826169849090235
1420,desert,Decadal,-0.013203779425718931
1420,plateau,Decadal,-0.021458095093596086
1420,MW,Decadal,0.06257803078042468
1410,desert,Decadal,-0.011772318577885077
1410,plateau,Decadal,-0.02525609155075159
1410,MW,Decadal,0.054270857322902266
1400,desert,Decadal,0.03644053852021045
1400,desert,Centennial,0.12993511797576573
1400,plateau,Decadal,-0.004602140968246182
1400,plateau,Centennial,0.06668882775846541
1400,MW,Decadal,0.07435223996807849
1400,MW,Centennial,0.09252049685555264
1390,desert,Decadal,0.13399204035631218
1390,plateau,Decadal,0.0508159772131922
1390,MW,Decadal,0.10400462813195954
1380,desert,Decadal,0.19974040747627875
1380,plateau,Decadal,0.12527910234969575
1380,MW,Decadal,0.12356131890058908
1370,desert,Decadal,0.24170850408831157
1370,plateau,Decadal,0.17785165322896646
1370,MW,Decadal,0.13764194791161533
1360,desert,Decadal,0.274237293976487
1360,plateau,Decadal,0.20095200067826724
1360,MW,Decadal,0.14785420866076926
1350,desert,Decadal,0.2735681800294376
1350,plateau,Decadal,0.19905919769818148
1350,MW,Decadal,0.15673331294268067
1340,desert,Decadal,0.30182221638253015
1340,plateau,Decadal,0.22246291274548025
1340,MW,Decadal,0.16310152234799702
1330,desert,Decadal,0.2963229541352863
1330,plateau,Decadal,0.22048151315008369
1330,MW,Decadal,0.16260048811089778
1320,desert,Decadal,0.2791466668021769
1320,plateau,Decadal,0.20436392148350802
1320,MW,Decadal,0.1552960183730301
1310,desert,Decadal,0.24109301061161492
1310,plateau,Decadal,0.19087663761354623
1310,MW,Decadal,0.12766970959632307
1300,desert,Decadal,0.17686868927169197
1300,desert,Centennial,0.23520087273700696
1300,plateau,Decadal,0.17137052544213827
1300,plateau,Centennial,0.21122050638759937
