LabID,Age,Error,Material,Taxa,d13C,Method,LocAccuracy,Period,SiteID,SiteName,Country,Province,Continent,Source,Reference,subregion,agg_n,x,y,Long,Lat
M-2021,1400,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN10,White,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 157,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2045,1720,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN1,New Castle Complex,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 163 1972: 206; Vickery 1979,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2088,420,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MI2,Towosaghy/Beckwith's Fort,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 172,MW,NA,-89.29111727997575,36.82825903913221,NA,NA
M-2112,1330,130,SEEDS,Hickory nutshell charred,-25,RADIOMETRIC,1,NA,3PO54,Hyneman,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 172,MW,NA,-90.66291884446387,35.574004580187065,NA,NA
M-2113,1210,130,SEEDS,Hickory or Persimmon charred,-25,RADIOMETRIC,1,NA,3PO54,Hyneman,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 172,MW,NA,-90.66291884446387,35.574004580187065,NA,NA
M-2131,720,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MO28,Divers,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 158,MW,NA,-90.17723763083622,38.27881577012311,NA,NA
M-2133,470,100,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2134,560,150,CHARCOAL,Carya sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2135,630,100,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2136,430,100,CHARCOAL,Carya sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2137,520,100,CHARCOAL,probably Fraxinus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2139,990,150,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,3AR40,Dumond,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 211,MW,NA,-91.37498453675211,34.29073185387078,NA,NA
M-2140,790,110,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,3AR40,Dumond,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 211,MW,NA,-91.37498453675211,34.29073185387078,NA,NA
M-2141,800,110,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,3AR40,Dumond,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 211,MW,NA,-91.37498453675211,34.29073185387078,NA,NA
M-2142,2610,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MN223,Collins,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 204,MW,NA,-92.00080643698725,39.49550669043192,NA,NA
M-2143,2520,150,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MN223,Collins,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 204,MW,NA,-92.00080643698725,39.49550669043192,NA,NA
M-2144,430,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,3AR40,Dumond,USA,Arkansas,North America,UWyo2021,Crane And Griffin 1972: 211,MW,NA,-91.37498453675211,34.29073185387078,NA,NA
M-2180,400,100,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2181,620,100,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2182,620,100,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2182R,730,110,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2183,560,100,CHARCOAL,Fraxinus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2184,410,100,CHARCOAL,Carya sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2185,810,110,CHARCOAL,Quercus sp.,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2188,1040,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK,Yokem Mounds,USA,Illinois,North America,UWyo2021,Yerkes 1993; Crane and Griffin 1972: 212-213,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-2189,1180,120,charred human bone; os humain carbonisé,NA,NA,NA,1,NA,NA,Yokem Mounds,USA,NA,North America,CARD,Yerkes 1993; Crane and Griffin 1972: 212-213,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-2190,1080,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK,Yokem Mounds,USA,Illinois,North America,UWyo2021,Yerkes 1993; Crane and Griffin 1972: 212-213,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-2191,1280,120,charred human bone; os humain carbonisé,NA,NA,NA,1,NA,NA,Yokem Mounds,USA,NA,North America,CARD,Herbstritt 1988; Crane and Griffin 1972: 169,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-2212,1310,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23MI8,Hoecake,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972 Faunmap 1983,MW,NA,-89.29111727997575,36.82825903913221,NA,NA
M-2214,730,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23NM269,Harryette,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 173,MW,NA,-89.65180748426211,36.59481159519862,NA,NA
M-2215,200,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23NM217,Potato Patch,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 173,MW,NA,-89.65180748426211,36.59481159519862,NA,NA
M-2216,910,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23NM217,Potato Patch,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 173,MW,NA,-89.65180748426211,36.59481159519862,NA,NA
M-2217,660,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23PM549,Denton Mound,USA,Missouri,North America,UWyo2021,Crane and Griffin 1972: 173,MW,NA,-89.78538921456799,36.211454982478706,NA,NA
M-2218,120,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12HN25,Van Nuys,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 206,MW,NA,-85.39639305403257,39.9310392037392,NA,NA
M-2223,1860,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C135,Peisker,USA,Illinois,North America,UWyo2021,Munson 1982; Farnsworth and Asch 1986; Crane and Griffin 1972: 207,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-2225,2020,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2226,2410,210,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2229,1950,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2238,1740,140,CHARCOAL,Gleditsia triacantros or Gymnocladus diocica (id. by S. Harris),-25,RADIOMETRIC,1,NA,15MM6,Wright Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Railey 1990: 313; Crane and Griffin 1972: 159; Murphy and Stehli 1977,MW,NA,-83.91305093279213,38.03376486109195,NA,NA
M-2239,2260,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15MS27,Dover Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 160; Railey 1990: 314,MW,NA,-83.82407970655728,38.59522114943314,NA,NA
M-2240,2100,140,OTHER,charred plant remains; probably Betula sp. bark (id. by S. Harris),-25,RADIOMETRIC,1,NA,15BH15,Morgan Stone Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 160,MW,NA,-83.7423739421275,38.14491089965573,NA,NA
M-2241,2400,150,CHARCOAL,Quercus sp. (id. by S. Harris),-25,RADIOMETRIC,1,NA,15BE32,Hartman Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Railey 1990: 313; Crane and Griffin 1972: 160,MW,NA,-84.72788417236082,38.96985206027308,NA,NA
M-2242,2100,140,CHARCOAL,Quercus sp. (id. by S. Harris),-25,RADIOMETRIC,1,NA,15BE3,Robbins Mound,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Railey 1990: 313; Crane and Griffin 1972: 161,MW,NA,-84.72788417236082,38.96985206027308,NA,NA
M-2243,1900,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2244,1500,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2245,1730,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11JY70,Macoupin,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 207,MW,NA,-90.35675774696655,39.085733328299156,NA,NA
M-2253,950,150,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11C,Perrin's Lodge Crematory,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 158,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-2254,1380,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,NA,Perrin's Lodge Crematory,USA,Illinois,North America,UWyo2021,Crane and Griffin 1972: 158,MW,NA,-90.66763633498354,39.16943033952198,NA,NA
M-2258,1960,160,human remains; restes humains,NA,NA,NA,1,NA,NA,Salts Cave,USA,NA,North America,CARD,Maslowski et al. 1995; Watson 1974 1985; Crane and Griffin 1972: 174; Railey 1990: 287; Robbins 1971; Faunmap 2204,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-2259,1920,160,human remains; restes humains,NA,NA,NA,1,NA,NA,Salts Cave,USA,NA,North America,CARD,Maslowski et al. 1995; Crane and Griffin 1972: 162; Stothers et al. 1994; Stothers and Pratt 1981; Stothers and Bechtel 1987; Stothers 1973; Stothers and Abel 1989 1991 p.c. 2000,MW,NA,-85.88480250849776,37.300141763664094,NA,NA
M-2274,560,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2275,620,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2276,540,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU10,Powers Fort,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2277,660,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU10,Powers Fort,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2278,590,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU10,Powers Fort,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2279,660,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU10,Powers Fort,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2280,650,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU10,Powers Fort,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2288,8470,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2289,8800,320,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2291,9330,330,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2292,8240,300,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2293,9000,600,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2294,8850,320,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2295,8560,600,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,46KA27,St. Albans,USA,West Virginia,North America,UWyo2021,Broyles 1971:49 Crane and Griffin 1972: 213-214; Hemmings 1985; Brashler et al. 1994; Maslowski et al. 1995; Maslowski p.c. 2000; Kentucky Ohio and West Virginia Radiocarbon Database,MW,NA,-81.52797560721213,38.33679633492811,NA,NA
M-2307,4180,180,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12CL1,Old Clarksville,USA,Indiana,North America,UWyo2021,Janzen 1977; Crane and Griffin 1972: 208,MW,NA,-85.70728696541154,38.477369108966315,NA,NA
M-2308,4460,180,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12CL1,Old Clarksville,USA,Indiana,North America,UWyo2021,Janzen 1977; Crane and Griffin 1972: 208,MW,NA,-85.70728696541154,38.477369108966315,NA,NA
M-2309,4460,180,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12CL1,Old Clarksville,USA,Indiana,North America,UWyo2021,Janzen 1977; Crane and Griffin 1972: 208,MW,NA,-85.70728696541154,38.477369108966315,NA,NA
M-2313,1120,120,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,33FU4,Cufr,USA,Ohio,North America,UWyo2021,Maslowski et al. 1995; Stothers et al. 1994; Stothers 1973; Crane and Griffin 1972: 163; Sumodi 1974:173; Kentucky OH and West Virginia Radiocarbon Database,MW,NA,-84.13004519696338,41.60199776169593,NA,NA
M-2389 - 2391,5220,200,charred plant remains; restes de plantes carbonisés,NA,NA,NA,1,NA,NA,Miller,USA,NA,North America,CARD,Crane and Griffin 1972: 161; Janzen 1977,MW,NA,-86.11099071268531,38.1951163015108,NA,NA
M-2389-2391,5220,200,charred plant remains; restes de plantes carbonisés,NA,NA,NA,1,NA,NA,Miller,USA,NA,North America,CARD,Crane and Griffin 1972: 161; Janzen 1977,MW,NA,-86.11099071268531,38.1951163015108,NA,NA
M-2389/2391,5220,200,OTHER,charred plant remains,-25,RADIOMETRIC,1,NA,12HR5,Miller,USA,Indiana,North America,UWyo2021,Crane and Griffin 1972: 161; Janzen 1977,MW,NA,-86.11099071268531,38.1951163015108,NA,NA
M-2421,1370,130,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12MA61,Bowen,USA,Indiana,North America,UWyo2021,Redmond and McCullough 2000; Crane and Griffin 1972: 209,MW,NA,-86.13829446765632,39.78179613238076,NA,NA
M-2422,740,110,CHARCOAL,charred wood,-25,RADIOMETRIC,1,NA,12MA61,Bowen,USA,Indiana,North America,UWyo2021,Redmond and McCullough 2000; Crane and Griffin 1972: 209; Faunmap 1763,MW,NA,-86.13829446765632,39.78179613238076,NA,NA
M-2424,2840,250,CHARCOAL,charred plant remains,-25,RADIOMETRIC,1,NA,12W1,Yankeetown,USA,Indiana,North America,UWyo2021,Crane and Griffin 1970: 170 1972: 209,MW,NA,-87.27197630891905,38.09231882175263,NA,NA
M-2428,1720,130,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12M2,Anderson Group,USA,Indiana,North America,UWyo2021,Vickery 1979; Crane and Griffin 1972: 210,MW,NA,-85.71922137970009,40.161724533578,NA,NA
M-2429,2010,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12M2,Anderson Group,USA,Indiana,North America,UWyo2021,Vickery 1979; Crane and Griffin 1972: 210,MW,NA,-85.71922137970009,40.161724533578,NA,NA
M-2430,790,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2431,3800,160,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2432,660,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2433,540,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU21B,Snodgrass,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 177 O'Brien and Perttula 2002,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2434,380,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,23BU69,Neil Flurry,USA,Missouri,North America,UWyo2021,Price and Griffin 1979; Crane and Griffin 1972: 179 Lafferty and Price 1996,MW,NA,-90.40648960829957,36.71656045492278,NA,NA
M-2460,4900,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15JF60,Hornung,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 161; Janzen 1977; Jefferies 1990: 192,MW,NA,-85.65904376757861,38.18729466010465,NA,NA
M-2461,5220,230,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15JF60,Hornung,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 161; Janzen 1977; Jefferies 1990: 192,MW,NA,-85.65904376757861,38.18729466010465,NA,NA
M-2462,2870,150,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15BU265,Riverwood Rockshelter,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 162; Janzen 1977; Railey 1990: 293,MW,NA,-85.695631839978,37.9703085419381,NA,NA
M-2463,2450,140,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15BU265,Riverwood Rockshelter,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 162; Janzen 1977; Railey 1990: 293,MW,NA,-85.695631839978,37.9703085419381,NA,NA
M-2464,5000,200,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,15JF60,Hornung,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Crane and Griffin 1972: 161; Janzen 1977; Jefferies 1990: 192,MW,NA,-85.65904376757861,38.18729466010465,NA,NA
M-256,2575,135,SHELL,freshwater mussel shell,-8,RADIOMETRIC,1,NA,11F6,Weaver,USA,Illinois,North America,UWyo2021,Stetton 2013 The Importance of Time...,MW,NA,-90.20743186326148,40.472733352857716,NA,NA
M-31,2650,150,OTHER,desiccated grass etc.,-25,RADIOMETRIC,1,NA,15MF1,Newt Kash Hollow Shelter,USA,Kentucky,North America,UWyo2021,Maslowski et al. 1995; Railey 1990: 322; Gremillion 1996: 523; Crane 1956: 665; Fritz and Smith 1988,MW,NA,-83.59845789916407,37.941318865025266,NA,NA
M-33,800,100,CHARCOAL,Charred Plant Remains,-25,RADIOMETRIC,1,NA,11MS34,Cahokia,USA,Illinois,North America,UWyo2021,Crane 1956: 666,MW,NA,-89.90517718742075,38.829844377169074,NA,NA
M-378,1660,125,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MA213,Steuben,USA,Illinois,North America,UWyo2021,Crane and Griffin 1958: 1099; Faunmap 1846,MW,NA,-89.34456751611819,41.0332289428814,NA,NA
M-380,1750,125,human bone; os humain,NA,NA,NA,1,NA,NA,Steuben,USA,NA,North America,CARD,NA,MW,NA,-89.34456751611819,41.0332289428814,NA,NA
M-4,530,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,12VG1,Angel Mounds,USA,Indiana,North America,UWyo2021,Hilgeman 1985; Crane and Griffin 1964: 7; Carter.K 2014,MW,NA,-87.58580294178287,38.02522025896563,NA,NA
M-439,2335,100,SHELL,freshwater mussel shell,-8,RADIOMETRIC,1,NA,11MA213,Steuben,USA,Illinois,North America,UWyo2021,Faunmap 1846; Crane and Griffin 1961: 111-112,MW,NA,-89.34456751611819,41.0332289428814,NA,NA
M-440,1325,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MA213,Steuben,USA,Illinois,North America,UWyo2021,Faunmap 1846; Crane and Griffin 1961: 111-112,MW,NA,-89.34456751611819,41.0332289428814,NA,NA
M-441,1275,100,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11MA213,Steuben,USA,Illinois,North America,UWyo2021,Faunmap 1846; Crane and Griffin 1961: 111-112,MW,NA,-89.34456751611819,41.0332289428814,NA,NA
M-443,1930,125,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK459,Bedford Mound Group,USA,Illinois,North America,UWyo2021,Crane and Griffin 1958: 1119,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-444,1940,125,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK459,Bedford Mound Group,USA,Illinois,North America,UWyo2021,Crane and Griffin 1958: 1119,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-445,1720,125,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK459,Bedford Mound Group,USA,Illinois,North America,UWyo2021,Crane and Griffin 1958: 1119,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
M-446,1550,125,CHARCOAL,NA,-25,RADIOMETRIC,1,NA,11PK459,Bedford Mound Group,USA,Illinois,North America,UWyo2021,Crane and Griffin 1959: 180,MW,NA,-90.88633618548667,39.622594347663785,NA,NA
